,Release Group,Worldwide,Domestic,Foreign,Year
6397,Salvation Boulevard,"$89,182","$28,468","$60,714",2011
6398,Exporting Raymond,"$87,727","$87,727",-,2011
6399,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,"$86,202","$86,202",-,2011
6400,Rapt 2011 Re-release,"$86,028","$45,759","$40,269",2011
6401,Wretches & Jabberers,"$84,610","$84,610",-,2011
6402,The Look,"$83,137","$19,988","$63,149",2011
6403,The Whale,"$81,881","$81,881",-,2011
6404,Inkubus,"$81,600","$81,600",-,2011
6405,Circo,"$77,466","$77,466",-,2011
6406,To Catch a Dollar: Muhammad Yunus Banks on America,"$77,142","$77,142",-,2011
6407,The Green Wave,"$72,152",-,"$72,152",2011
6408,Fireflies in the Garden 2011 Re-release,"$70,600","$70,600",-,2011
6409,Battle of the Brides,"$64,572","$64,572",-,2011
6410,Public Speaking,"$62,173","$62,173",-,2011
6411,Trigun: Badlands Rumble 2011 Re-release,"$62,027","$62,027",-,2011
6412,If a Tree Falls: A Story of the Earth Liberation Front,"$61,794","$61,794",-,2011
6413,Love U... Mr. Kalakaar!,"$60,956","$48,557","$12,399",2011
6414,How to Live Forever,"$60,630","$60,630",-,2011
6415,Limelight,"$60,335","$60,335",-,2011
6416,Crime After Crime,"$60,291","$60,291",-,2011
6417,Putty Hill,"$58,585","$49,918","$8,667",2011
6418,Battleship Potemkin,"$57,620","$51,198","$6,422",2011
6419,My Joy,"$56,857","$6,298","$50,559",2011
6420,Farmageddon,"$56,573","$56,573",-,2011
6421,Muran,"$56,493","$30,116","$26,377",2011
6422,Finding Joe,"$55,518","$55,518",-,2011
6423,Into Eternity,"$55,366","$55,366",-,2011
6424,Snowmen,"$54,805","$54,805",-,2011
6425,The Heir Apparent: Largo Winch 2011 Re-release,"$53,793","$10,352","$43,441",2011
6426,The Other F Word,"$53,714","$53,714",-,2011
6427,!Women Art Revolution,"$52,681","$52,681",-,2011
6428,An Invisible Sign,"$51,138","$1,279","$49,859",2011
6429,Orgasm Inc.,"$49,001","$49,001",-,2011
6430,"Lebanon, Pa.","$48,381","$48,381",-,2011
6431,Ceremony,"$48,174","$22,270","$25,904",2011
6432,Alabama Moon,"$47,305","$47,305",-,2011
6433,Went the Day Well?,"$47,214","$47,214",-,2011
6434,Diary of a Country Priest,"$47,000","$47,000",-,2011
6435,"Connected: An Autoblogography About Love, Death & Technology","$46,782","$46,782",-,2011
6436,The Woodmans,"$46,623","$46,623",-,2011
6437,Every Day,"$46,029","$46,029",-,2011
6438,CornerStore,"$45,176","$45,176",-,2011
6439,The Bride Wore Black,"$44,566","$44,566",-,2011
6440,Granito,"$43,942","$43,942",-,2011
6441,Summer 2011 Re-release,"$43,839","$43,839",-,2011
6442,Bereavement,"$43,712","$43,712",-,2011
6443,Love Etc.,"$43,593","$43,593",-,2011
6444,3 Backyards,"$43,073","$43,073",-,2011
6445,Down for Life,"$41,914","$41,914",-,2011
6446,The Myth of the American Sleepover,"$41,045","$41,045",-,2011
6447,Hell and Back Again,"$40,949","$40,634",$315,2011
6448,Addiction Incorporated,"$40,106","$40,106",-,2011
6449,Louder Than a Bomb,"$40,000","$40,000",-,2011
6450,Where Soldiers Come From,"$39,201","$39,201",-,2011
6451,Paul Goodman Changed My Life,"$35,671","$35,671",-,2011
6452,Kinyarwanda,"$35,412","$35,412",-,2011
6453,When Harry Tries to Marry,"$35,100","$35,100",-,2011
6454,Beautiful Darling,"$34,096","$34,096",-,2011
6455,Making the Boys,"$33,443","$33,443",-,2011
6456,American Teacher,"$33,144","$33,144",-,2011
6457,Meet Monica Velour,"$33,042","$33,042",-,2011
6458,Albatross,"$32,992",-,"$32,992",2011
6459,Aurora,"$31,720","$5,677","$26,043",2011
6460,"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'","$31,135","$31,135",-,2011
6461,Small Town Murder Songs,"$31,133","$31,133",-,2011
6462,White Irish Drinkers,"$31,056","$31,056",-,2011
6463,The Chaperone,"$30,514",-,"$30,514",2011
6464,Cat Run,"$30,000","$30,000",-,2011
6465,Evidence of a Haunting,"$29,904","$29,904",-,2011
6466,Redemption Road,"$29,384","$29,384",-,2011
6467,The Topp Twins: Untouchable Girls 2011 Re-release,"$29,316","$29,316",-,2011
6468,Garbo: El espía 2011 Re-release,"$28,563","$28,563",-,2011
6469,Clash,"$27,052","$27,052",-,2011
6470,The Last Ride,"$27,000","$27,000",-,2011
6471,Main Street,"$26,011","$2,560","$23,451",2011
6472,Caesar and Otto's Summer Camp Massacre,"$25,844","$25,844",-,2011
6473,Passion Play,"$25,603","$3,669","$21,934",2011
6474,Waiting for Forever,"$25,517","$25,517",-,2011
6475,The Worst Movie Ever!,"$25,206","$25,206",-,2011
6476,Bonnie & Clyde vs. Dracula,"$25,027","$25,027",-,2011
6477,Harvest,"$24,657","$24,657",-,2011
6478,Knuckle,"$24,655","$2,647","$22,008",2011
6479,Immigration Tango,"$24,554","$24,554",-,2011
6480,After,"$24,544","$24,544",-,2011
6481,Ranchero,"$24,036","$24,036",-,2011
6482,Shut Up Little Man! An Audio Misadventure,"$23,901","$23,901",-,2011
6483,Raw Faith,"$23,667","$23,667",-,2011
6484,Lost Bohemia,"$23,584","$23,584",-,2011
6485,Incendiary,"$22,457","$22,457",-,2011
6486,All's Faire in Love,"$22,180","$22,180",-,2011
6487,Four Adventures of Reinette and Mirabelle,"$22,039","$22,039",-,2011
6488,Answers to Nothing,"$22,029","$22,029",-,2011
6489,Deep Gold 3D,"$21,868","$12,000","$9,868",2011
6490,Monogamy,"$21,527","$21,527",-,2011
6491,Resurrect Dead: The Mystery of the Toynbee Tiles,"$21,242","$21,242",-,2011
6492,Cameraman: The Life and Work of Jack Cardiff,"$20,840","$20,840",-,2011
6493,Skateland,"$19,411","$19,411",-,2011
6494,Reuniting the Rubins,"$19,288","$13,569","$5,719",2011
6495,Romeos,"$19,248","$1,081","$18,167",2011
6496,Make Believe,"$19,085","$19,085",-,2011
6497,Oka!,"$18,364","$18,364",-,2011
6498,Battle for Brooklyn,"$18,000","$18,000",-,2011
6499,Cook County,"$17,977","$17,977",-,2011
6500,Littlerock,"$17,309","$17,309",-,2011
6501,Archie's Final Project,"$17,282","$17,282",-,2011
6502,I Melt with You,"$16,232","$6,361","$9,871",2011
6503,Dumbstruck,"$15,379","$15,379",-,2011
6504,I'm Not Jesus Mommy,"$15,005","$15,005",-,2011
6505,The Tenant,"$15,003","$15,003",-,2011
6506,Peep World,"$14,351","$14,351",-,2011
6507,Saheb Biwi Aur Gangster,"$14,231","$14,231",-,2011
6508,Sympathy for Delicious,"$13,826","$13,826",-,2011
6509,Under the Boardwalk: The Monopoly Story,"$13,080","$13,080",-,2011
6510,Bloodworth,"$12,971","$12,971",-,2011
6511,America the Beautiful 2: The Thin Commandments,"$12,366","$12,366",-,2011
6512,Rebirth,"$12,358","$12,358",-,2011
6513,Back Door Channels: The Price of Peace,"$12,139","$12,139",-,2011
6514,Rid of Me,"$11,740","$11,740",-,2011
6515,Elektra Luxx,"$11,514","$11,514",-,2011
6516,InSight,"$11,100","$11,100",-,2011
6517,The Woman with the 5 Elephants 2011 Re-release,"$11,026","$11,026",-,2011
6518,Sarah Palin: You Betcha!,"$10,935","$10,935",-,2011
6519,Marriage Italian Style 2011 Re-release,"$10,600","$10,600",-,2011
6520,Zero Bridge,"$10,357","$10,357",-,2011
6521,Prince of the Himalayas,"$10,190","$10,190",-,2011
6522,Miss Minoes 2011 Re-release,"$10,189","$10,189",-,2011
6523,A Bird of the Air,"$10,152","$10,152",-,2011
6524,Vito Bonafacci,"$9,570","$9,570",-,2011
6525,Lucky,"$8,564","$8,564",-,2011
6526,London River 2011 Re-release,"$7,200","$7,200",-,2011
6527,Good Neighbours,"$7,072","$7,072",-,2011
6528,Corman's World: Exploits of a Hollywood Rebel,"$7,000","$7,000",-,2011
6529,Janie Jones,"$6,840","$6,840",-,2011
6530,"El Sicario, Room 164","$6,123","$6,123",-,2011
6531,The Family Tree,"$6,035","$6,035",-,2011
6532,The Imperialists Are Still Alive!,"$5,874","$5,874",-,2011
6533,Empire of Silver 2011 Re-release,"$5,867",-,"$5,867",2011
6534,Elevate,"$5,580","$5,580",-,2011
6535,And They're Off,"$5,154","$5,154",-,2011
6536,Tanner Hall,"$5,073","$5,073",-,2011
6537,To Die Like a Man,"$4,955","$4,029",$926,2011
6538,The Catechism Cataclysm,"$4,373","$4,373",-,2011
6539,Daylight,"$4,171","$4,171",-,2011
6540,Campus Radio,"$4,000","$4,000",-,2011
6541,Building Hope,"$4,000","$4,000",-,2011
6542,The Harvest/La Cosecha,"$3,709","$3,709",-,2011
6543,The Sons of Tennessee Williams,"$3,242","$3,242",-,2011
6544,Balls to the Wall,"$3,140","$3,140",-,2011
6545,The Weird World of Blowfly,"$3,062","$3,062",-,2011
6546,Zokkomon,"$3,000","$3,000",-,2011
6547,The Lie,"$3,000","$3,000",-,2011
6548,Blood Ties,"$2,760","$2,760",-,2011
6549,Restitution,"$2,664","$2,664",-,2011
6550,United Red Army 2011 Re-release,"$2,659","$2,659",-,2011
6551,The Pool Boys,"$2,269","$2,269",-,2011
6552,We Were Here,"$1,873",-,"$1,873",2011
6553,Now & Later,"$1,808","$1,808",-,2011
6554,They're Out of the Business,"$1,655","$1,655",-,2011
6555,The Tunnel,"$1,532","$1,532",-,2011
6556,Strangers Online,$968,$968,-,2011
6557,Abandoned,$832,$832,-,2011
6558,Redneck Carnage,$706,$706,-,2011
6559,A Good Day to Die,$573,$573,-,2011
6560,The Avengers,"$1,518,812,988","$623,357,910","$895,455,078",2012
6561,Skyfall,"$1,108,561,013","$304,360,277","$804,200,736",2012
6562,The Dark Knight Rises,"$1,081,041,287","$448,139,099","$632,902,188",2012
6563,The Hobbit: An Unexpected Journey,"$1,017,003,568","$303,003,568","$714,000,000",2012
6564,Ice Age: Continental Drift,"$877,244,782","$161,321,843","$715,922,939",2012
6565,The Twilight Saga: Breaking Dawn - Part 2,"$829,746,820","$292,324,737","$537,422,083",2012
6566,The Amazing Spider-Man,"$757,930,663","$262,030,663","$495,900,000",2012
6567,Madagascar 3: Europe's Most Wanted,"$746,921,274","$216,391,482","$530,529,792",2012
6568,The Hunger Games,"$694,394,724","$408,010,692","$286,384,032",2012
6569,Men in Black 3,"$624,026,776","$179,020,854","$445,005,922",2012
6570,Life of Pi,"$609,016,565","$124,987,023","$484,029,542",2012
6571,Ted,"$549,368,315","$218,815,487","$330,552,828",2012
6572,Brave,"$538,983,207","$237,283,207","$301,700,000",2012
6573,Wreck-It Ralph,"$471,222,889","$189,422,889","$281,800,000",2012
6574,Les Misérables,"$441,809,770","$148,809,770","$293,000,000",2012
6575,Django Unchained,"$425,368,238","$162,805,434","$262,562,804",2012
6576,Prometheus,"$403,354,469","$126,477,084","$276,877,385",2012
6577,Snow White and the Huntsman,"$396,592,829","$155,332,381","$241,260,448",2012
6578,Taken 2,"$376,141,306","$139,854,287","$236,287,019",2012
6579,Hotel Transylvania,"$358,375,603","$148,313,048","$210,062,555",2012
6580,The Lorax,"$348,840,316","$214,030,500","$134,809,816",2012
6581,Titanic 2012 3D Release,"$343,550,770","$57,884,114","$285,666,656",2012
6582,Journey 2: The Mysterious Island,"$335,260,290","$103,860,290","$231,400,000",2012
6583,The Expendables 2,"$314,975,955","$85,028,192","$229,947,763",2012
6584,Rise of the Guardians,"$306,941,670","$103,412,758","$203,528,912",2012
6585,Battleship,"$303,025,485","$65,422,625","$237,602,860",2012
6586,Wrath of the Titans,"$301,970,083","$83,670,083","$218,300,000",2012
6587,John Carter,"$284,139,100","$73,078,100","$211,061,000",2012
6588,The Bourne Legacy,"$276,144,750","$113,203,870","$162,940,880",2012
6589,Lincoln,"$275,293,450","$182,207,973","$93,085,477",2012
6590,We're the Millers,"$269,994,119","$150,394,119","$119,600,000",2012
6591,Dark Shadows,"$245,527,149","$79,727,149","$165,800,000",2012
6592,Resident Evil: Retribution,"$240,159,255","$42,345,531","$197,813,724",2012
6593,Silver Linings Playbook,"$236,412,453","$132,092,958","$104,319,495",2012
6594,American Reunion,"$234,989,584","$57,011,521","$177,978,063",2012
6595,Argo,"$232,325,503","$136,025,503","$96,300,000",2012
6596,Jack Reacher,"$218,340,595","$80,070,736","$138,269,859",2012
6597,Safe House,"$208,076,205","$126,373,434","$81,702,771",2012
6598,21 Jump Street,"$201,585,328","$138,447,667","$63,137,661",2012
6599,Total Recall,"$198,467,168","$58,877,969","$139,589,199",2012
6600,The Impossible,"$198,087,212","$19,019,882","$179,067,330",2012
6601,Lost in Thailand,"$197,757,387","$57,387","$197,700,000",2012
6602,The Vow,"$196,114,570","$125,014,030","$71,100,540",2012
6603,Mirror Mirror,"$183,018,522","$64,935,167","$118,083,355",2012
6604,The Dictator,"$179,379,533","$59,650,222","$119,729,311",2012
6605,Looper,"$176,506,819","$66,486,205","$110,020,614",2012
6606,Magic Mike,"$167,739,368","$113,721,571","$54,017,797",2012
6607,Flight,"$161,772,375","$93,772,375","$68,000,000",2012
6608,Underworld Awakening,"$160,112,671","$62,321,039","$97,791,632",2012
6609,This Means War,"$156,491,279","$54,760,791","$101,730,488",2012
6610,Paranormal Activity 4,"$142,802,657","$53,885,000","$88,917,657",2012
6611,Step Up Revolution,"$140,470,746","$35,074,677","$105,396,069",2012
6612,The Best Exotic Marigold Hotel,"$136,836,156","$46,412,041","$90,424,115",2012
6613,The Wind Rises,"$136,454,220","$5,209,580","$131,244,640",2012
6614,Last Vegas,"$134,402,450","$63,914,167","$70,488,283",2012
6615,Zero Dark Thirty,"$132,820,716","$95,720,716","$37,100,000",2012
6616,Ghost Rider: Spirit of Vengeance,"$132,563,930","$51,774,002","$80,789,928",2012
6617,Cloud Atlas,"$130,482,868","$27,108,272","$103,374,596",2012
6618,The Woman in Black,"$128,955,898","$54,333,290","$74,622,608",2012
6619,Chronicle,"$126,636,097","$64,575,175","$62,060,922",2012
6620,Walking with Dinosaurs 3D,"$126,546,518","$36,076,121","$90,470,397",2012
6621,The Pirates! Band of Misfits,"$123,054,041","$31,051,126","$92,002,915",2012
6622,Parental Guidance,"$119,772,232","$77,267,296","$42,504,936",2012
6623,Abraham Lincoln: Vampire Hunter,"$116,471,580","$37,519,139","$78,952,441",2012
6624,Pitch Perfect,"$115,350,426","$65,001,093","$50,349,333",2012
6625,Hope Springs,"$114,281,051","$63,536,011","$50,745,040",2012
6626,ParaNorman,"$107,139,399","$56,003,051","$51,136,348",2012
6627,The Campaign,"$104,907,746","$86,907,746","$18,000,000",2012
6628,Star Wars: Episode I - The Phantom Menace 2012 3D Release,"$102,739,593","$43,456,382","$59,283,211",2012
6629,Project X,"$102,731,865","$54,731,865","$48,000,000",2012
6630,The Devil Inside,"$101,758,490","$53,261,944","$48,496,546",2012
6631,The Lucky One,"$99,357,138","$60,457,138","$38,900,000",2012
6632,Contraband,"$96,262,212","$66,528,000","$29,734,212",2012
6633,Think Like a Man,"$96,070,507","$91,547,205","$4,523,302",2012
6634,Masquerade,"$94,268,432","$922,921","$93,345,511",2012
6635,This Is 40,"$88,215,156","$67,544,505","$20,670,651",2012
6636,The Thieves,"$87,126,367","$685,839","$86,440,528",2012
6637,The Possession,"$85,446,075","$49,130,154","$36,315,921",2012
6638,What to Expect When You're Expecting,"$84,384,002","$41,152,203","$43,231,799",2012
6639,Savages,"$82,966,152","$47,382,068","$35,584,084",2012
6640,Sinister,"$82,515,113","$48,086,903","$34,428,210",2012
6641,Act of Valor,"$82,497,035","$70,012,847","$12,484,188",2012
6642,Frankenweenie,"$81,491,068","$35,291,068","$46,200,000",2012
6643,The Grey,"$79,781,695","$51,580,236","$28,201,459",2012
6644,Diary of a Wimpy Kid: Dog Days,"$77,229,695","$49,008,662","$28,221,033",2012
6645,To Rome With Love,"$73,244,881","$16,685,867","$56,559,014",2012
6646,Here Comes the Boom,"$73,100,172","$45,290,318","$27,809,854",2012
6647,The Cabin in the Woods,"$69,935,600","$42,073,277","$27,862,323",2012
6648,Finding Nemo 2012 3D Release,"$69,328,283","$41,128,283","$28,200,000",2012
6649,Anna Karenina,"$68,929,150","$12,816,367","$56,112,783",2012
6650,The Watch,"$68,267,862","$35,353,000","$32,914,862",2012
6651,Moonrise Kingdom,"$68,263,166","$45,512,466","$22,750,700",2012
6652,Madea's Witness Protection,"$66,899,242","$65,653,242","$1,246,000",2012
6653,Beauty and the Beast 2012 3D Release,"$62,767,829","$47,617,067","$15,150,762",2012
6654,Evangelion: 3.0 You Can (Not) Redo,"$60,488,344","$174,945","$60,313,399",2012
6655,Quartet,"$59,520,298","$18,390,117","$41,130,181",2012
6656,Rock of Ages,"$59,418,613","$38,518,613","$20,900,000",2012
6657,That's My Boy,"$57,719,093","$36,931,089","$20,788,004",2012
6658,The Odd Life of Timothy Green,"$56,012,642","$51,854,875","$4,157,767",2012
6659,Lawless,"$55,404,159","$37,400,127","$18,004,032",2012
6660,End of Watch,"$55,078,146","$41,003,371","$14,074,775",2012
6661,The Three Stooges,"$54,819,301","$44,338,224","$10,481,077",2012
6662,The Five-Year Engagement,"$54,169,363","$28,835,528","$25,333,835",2012
6663,Red Dawn,"$50,950,296","$44,806,783","$6,143,513",2012
6664,Red Tails,"$50,365,498","$49,876,377","$489,121",2012
6665,"Monsters, Inc. 2012 3D Release","$50,207,820","$34,043,006","$16,164,814",2012
6666,Trouble with the Curve,"$48,963,137","$35,763,137","$13,200,000",2012
6667,Man on a Ledge,"$47,636,031","$18,620,000","$29,016,031",2012
6668,A Werewolf Boy,"$46,282,588","$342,922","$45,939,666",2012
6669,House at the End of the Street,"$44,287,131","$31,611,916","$12,675,215",2012
6670,The Guilt Trip,"$41,863,726","$37,134,215","$4,729,511",2012
6671,Safe,"$41,564,670","$17,142,080","$24,422,590",2012
6672,Dredd,"$41,037,742","$13,414,714","$27,623,028",2012
6673,Chernobyl Diaries,"$38,390,020","$18,119,640","$20,270,380",2012
6674,Killing Them Softly,"$37,930,465","$15,026,056","$22,904,409",2012
6675,Conquest 1453,"$35,797,045","$35,730","$35,761,315",2012
6676,Tyler Perry's Good Deeds,"$35,579,177","$35,025,791","$553,386",2012
6677,Arbitrage,"$35,485,056","$7,919,574","$27,565,482",2012
6678,Chimpanzee,"$34,823,764","$28,972,764","$5,851,000",2012
6679,Alex Cross,"$34,618,867","$25,888,412","$8,730,455",2012
6680,Salmon Fishing in the Yemen,"$34,564,651","$9,047,981","$25,516,670",2012
6681,Haywire,"$34,513,760","$18,942,396","$15,571,364",2012
6682,Cirque du Soleil: Worlds Away,"$34,153,101","$12,512,862","$21,640,239",2012
6683,2016: Obama's America,"$33,449,086","$33,449,086",-,2012
6684,The Perks of Being a Wallflower,"$33,384,127","$17,742,948","$15,641,179",2012
6685,Lockout,"$32,948,113","$14,326,864","$18,621,249",2012
6686,Katy Perry: Part of Me,"$32,726,956","$25,326,071","$7,400,885",2012
6687,Movie 43,"$32,438,988","$8,840,453","$23,598,535",2012
6688,Seven Psychopaths,"$32,226,382","$15,024,049","$17,202,333",2012
6689,What's in a Name?,"$31,303,580","$8,111","$31,295,469",2012
6690,Joyful Noise,"$31,158,113","$30,932,113","$226,000",2012
6691,Premium Rush,"$31,083,599","$20,275,446","$10,808,153",2012
6692,Playing for Keeps,"$30,962,335","$13,103,272","$17,859,063",2012
6693,The Raven,"$29,699,345","$16,008,272","$13,691,073",2012
6694,Amour,"$29,652,180","$6,739,492","$22,912,688",2012
6695,Rowdy Rathore,"$29,342,463","$777,373","$28,565,090",2012
6696,Speak Bachchan,"$28,775,262","$1,216,258","$27,559,004",2012
6697,The Master,"$28,258,060","$16,377,274","$11,880,786",2012
6698,Hitchcock,"$27,039,669","$6,008,677","$21,030,992",2012
6699,Agneepath,"$26,001,696","$1,986,748","$24,014,948",2012
6700,Rust and Bone,"$25,807,712","$2,062,027","$23,745,685",2012
6701,On the Other Side of the Tracks,"$25,109,572","$9,572","$25,100,000",2012
6702,Housefull 2,"$24,922,847","$1,791,780","$23,131,067",2012
6703,Big Miracle,"$24,719,215","$20,157,300","$4,561,915",2012
6704,Sparkle,"$24,637,800","$24,397,469","$240,331",2012
6705,The Players,"$24,629,152","$10,854","$24,618,298",2012
6706,Wanderlust,"$23,812,816","$17,450,535","$6,362,281",2012
6707,To the Arctic 3D,"$23,695,388","$14,560,838","$9,134,550",2012
6708,Kon-Tiki,"$22,842,887","$1,517,410","$21,325,477",2012
6709,Upside Down,"$22,187,813","$105,095","$22,082,718",2012
6710,Beasts of the Southern Wild,"$21,107,746","$12,795,746","$8,312,000",2012
6711,The Man with the Iron Fists,"$20,546,518","$15,634,090","$4,912,428",2012
